Date,Campaign,Channel,Reach,Engagement,Conversions,Marketing Spend,Revenue Generated,Customer Acquisition Cost,Lifetime Value,ROI,Year,Month
2023-06-28,Campaign A,Social Media,49960,3189,1618,5826.35,41945.36,354.28,9406.77,619.9251675577334,2023,6
2024-04-07,Campaign A,Organic Search,19597,8876,921,14447.92,40525.48,6.66,2955.53,180.49352432737726,2024,4
2023-08-26,Campaign C,Organic Search,91900,1703,1103,27784.03,20649.29,134.72,109.42,-25.679284106733252,2023,8
2023-09-12,Campaign D,Organic Search,87278,2047,852,17697.39,35716.92,398.2,9437.84,101.82026841246082,2023,9
2024-01-01,Campaign D,PPC,61859,6847,1598,25439.92,78320.01,273.37,1978.75,207.86264264981966,2024,1
2024-04-06,Campaign C,Organic Search,52278,4675,910,35119.09,87211.48,198.75,4822.85,148.3306942178741,2024,4
2023-09-10,Campaign A,Email,90054,5031,1994,38092.25,17127.53,176.68,1128.48,-55.03670694170074,2023,9
2024-01-25,Campaign C,Social Media,27404,4802,847,2535.9,89950.62,276.24,2895.56,3447.0886075949365,2024,1
2023-07-12,Campaign D,PPC,16185,9551,1724,9668.46,91978.57,291.54,2641.32,851.3259609079421,2023,7
2023-06-16,Campaign A,Organic Search,88979,2772,454,1153.43,6431.94,98.52,2223.08,457.63592068872833,2023,6
2024-03-14,Campaign C,Email,44381,751,1202,48803.29,72814.37,187.78,2839.68,49.199715838829704,2024,3
2024-05-26,Campaign C,PPC,92998,5610,717,30301.99,11833.68,386.42,4020.25,-60.94751532820122,2024,5
2024-05-24,Campaign A,Organic Search,24688,1530,415,26141.27,24056.31,430.65,9614.33,-7.975741040890512,2024,5
2024-02-19,Campaign B,Organic Search,52954,6103,1109,36604.35,39870.17,359.17,4085.57,8.92194506937017,2024,2
2024-04-13,Campaign C,Organic Search,58796,9588,828,4457.57,97338.62,416.03,9809.1,2083.6700264942556,2024,4
2024-03-26,Campaign C,PPC,65712,9094,1329,32941.69,66141.27,210.71,771.71,100.78286815278754,2024,3
2024-02-21,Campaign D,Social Media,48980,6117,788,44937.33,70937.99,393.87,2712.44,57.85982389251877,2024,2
2023-11-23,Campaign B,PPC,46692,1212,249,26490.92,87120.61,216.11,7605.64,228.86970327946332,2023,11
2023-08-11,Campaign C,Social Media,62637,2573,35,24260.21,85624.14,31.08,7808.37,252.94063818903462,2023,8
2024-05-24,Campaign A,Organic Search,7376,6970,638,46058.47,87119.45,292.8,7471.18,89.14968300075967,2024,5
2024-01-04,Campaign C,Organic Search,57855,9863,1770,15055.15,75876.71,397.2,6108.01,403.99172376230064,2024,1
2023-06-28,Campaign C,Social Media,79283,3956,102,25084.35,53835.15,456.77,9621.32,114.61648398304123,2023,6
2023-08-29,Campaign C,Organic Search,12685,4012,1580,15309.32,41402.95,436.33,528.76,170.44277603446787,2023,8
2024-01-09,Campaign C,Email,44564,559,1845,49906.98,82039.85,152.23,8821.51,64.38552282666673,2024,1
2024-01-19,Campaign C,Social Media,68671,1499,407,34084.63,54275.03,322.96,3839.24,59.2360838301604,2024,1
2023-11-25,Campaign A,Organic Search,84127,131,926,14557.2,57721.46,360.62,5909.81,296.514851757206,2023,11
2024-05-09,Campaign B,Organic Search,37518,8533,1179,40372.63,31708.55,153.85,2185.78,-21.460281383699794,2024,5
2023-09-12,Campaign A,PPC,35538,238,1197,35153.42,71988.65,443.83,9003.5,104.78420022859795,2023,9
2024-03-02,Campaign B,Email,7972,4684,1451,42074.42,7777.96,140.17,3805.9,-81.51380339883472,2024,3
2024-04-27,Campaign D,Email,28455,1555,948,17887.42,80322.73,403.15,5904.95,349.04592165890887,2024,4
2023-06-28,Campaign C,PPC,62359,7889,26,29308.61,9032.26,168.82,1442.07,-69.18223006822909,2023,6
2024-01-09,Campaign A,PPC,49768,1196,1803,7261.55,71432.12,257.04,3576.62,883.7034792847255,2024,1
2023-07-20,Campaign B,PPC,9048,8993,1009,8933.01,40387.27,341.53,250.2,352.11266974961404,2023,7
2023-08-01,Campaign C,PPC,27723,479,1323,14538.25,81303.39,104.02,6128.35,459.2378037246574,2023,8
2023-10-24,Campaign D,Social Media,90642,2012,1394,39679.95,48262.49,82.01,6127.78,21.629412335449018,2023,10
2024-02-19,Campaign A,Organic Search,31781,7502,115,27441.11,54938.61,482.32,8166.12,100.20549460280579,2024,2
2023-07-16,Campaign A,Organic Search,42957,4914,1615,24836.55,97700.55,217.92,4209.81,293.3740797332963,2023,7
2024-02-24,Campaign A,Email,38195,2582,578,6033.87,69144.57,397.09,2888.05,1045.9406649463779,2024,2
2024-01-18,Campaign B,Organic Search,82624,9402,148,44180.32,10252.76,418.25,563.3,-76.79337768490585,2024,1
2024-02-07,Campaign A,Social Media,72573,7694,1863,42923.09,20115.22,366.5,4731.06,-53.13659850677106,2024,2
2023-07-26,Campaign A,Social Media,7893,752,1050,39856.91,99502.83,79.12,4830.85,149.6501359488229,2023,7
2023-12-13,Campaign C,Social Media,59982,3340,1264,5968.7,44156.31,485.93,4709.91,639.7977784107093,2023,12
2023-12-01,Campaign A,Social Media,66304,1144,843,7072.07,10397.25,129.61,1697.28,47.018482565924835,2023,12
2023-05-30,Campaign C,PPC,45556,4276,278,30128.18,29893.32,333.24,4875.08,-0.7795359693151083,2023,5
2024-02-20,Campaign C,Organic Search,37035,4016,1833,24858.21,62167.52,398.17,2137.18,150.08848183356727,2024,2
2023-09-23,Campaign D,Email,99671,4031,220,5183.54,82312.27,360.17,9329.22,1487.9547567878324,2023,9
2023-10-03,Campaign C,Email,38594,245,1686,33715.1,90288.27,266.69,2696.21,167.79772268212167,2023,10
2024-04-06,Campaign D,Social Media,10963,2901,1048,24037.84,55567.03,107.75,6210.36,131.1648217976324,2024,4
2024-01-21,Campaign D,Email,13848,3191,302,29787.87,31310.73,305.67,5631.39,5.112349422768397,2024,1
2023-12-26,Campaign C,PPC,40651,7685,474,39829.69,29678.7,39.37,8572.98,-25.48598796525908,2023,12
2023-08-12,Campaign A,Organic Search,1242,7203,941,31592.68,50828.32,37.06,331.68,60.88638254177866,2023,8
2024-05-11,Campaign C,Email,49425,8470,1365,31268.22,70927.2,436.37,4868.5,126.83478624622697,2024,5
2023-08-21,Campaign D,Organic Search,65230,3812,1525,1202.47,28113.15,88.8,6169.98,2237.950219132286,2023,8
2023-07-26,Campaign A,Email,47951,9584,1385,3383.58,12915.55,274.93,2203.69,281.7125647982314,2023,7
2024-03-04,Campaign D,PPC,53978,3672,1609,21257.79,5159.47,379.22,1862.13,-75.72903862536981,2024,3
2023-10-11,Campaign D,Email,45655,783,1335,13760.89,99159.07,448.44,3160.93,620.5861684818352,2023,10
2023-11-23,Campaign C,PPC,64107,2581,1794,19494.35,41400.17,209.56,3546.2,112.37009697681637,2023,11
2024-01-28,Campaign C,Social Media,15168,9953,1076,39210.44,65062.4,342.51,1721.63,65.93131829176106,2024,1
2023-10-20,Campaign C,Organic Search,55623,6839,189,10748.87,50564.4,71.57,1403.18,370.4159600032375,2023,10
2023-12-17,Campaign C,Organic Search,31831,5857,1521,12069.85,87183.76,324.51,7003.66,622.3267894795708,2023,12
2023-09-23,Campaign C,Email,33706,1947,1349,17974.2,97200.62,235.27,1029.16,440.7785603809905,2023,9
2024-03-12,Campaign C,Social Media,65552,2994,1496,34822.5,36445.99,296.24,9855.08,4.662186804508573,2024,3
2024-03-12,Campaign D,Social Media,30531,7442,814,28571.31,89616.96,37.3,2014.96,213.66066169174601,2024,3
2023-11-05,Campaign C,Email,12282,2257,267,12306.72,61930.11,226.17,7162.52,403.2218982799641,2023,11
2024-04-07,Campaign D,Email,86979,2681,337,20415.78,67611.64,428.93,8365.71,231.1734354504212,2024,4
2024-03-04,Campaign C,PPC,89425,6591,1052,38527.87,20058.41,53.82,1804.57,-47.937921302163865,2024,3
2024-01-27,Campaign C,Social Media,35896,973,1219,38989.12,95557.95,227.65,7608.59,145.08875809456586,2024,1
2023-10-04,Campaign B,Email,21722,487,381,46541.7,13571.93,223.96,9205.36,-70.83920441238718,2023,10
2023-12-05,Campaign B,Email,26168,1998,1969,26079.39,14505.25,224.29,963.57,-44.38040920435639,2023,12
2023-12-15,Campaign D,Social Media,30409,1859,681,8886.14,8506.1,75.08,4615.48,-4.276772591924042,2023,12
2024-05-20,Campaign B,PPC,35550,1439,1908,20128.38,39508.61,146.58,1573.41,96.28310872509361,2024,5
2024-02-10,Campaign D,PPC,21536,9670,990,34047.36,55232.04,37.35,255.46,62.22121186488467,2024,2
2024-03-11,Campaign A,Email,99766,1067,1621,15546.34,92741.44,321.85,8665.57,496.5483837353358,2024,3
2023-07-02,Campaign A,PPC,58059,4438,1583,5812.94,5027.42,315.02,9536.96,-13.513299638392958,2023,7
2023-12-16,Campaign D,Social Media,46462,7896,188,9015.95,40614.41,456.02,5555.11,350.472884166394,2023,12
2023-07-20,Campaign B,Social Media,86239,5791,1508,32684.54,84577.82,370.62,8917.38,158.77010966040828,2023,7
2024-02-13,Campaign D,PPC,93425,149,225,43192.01,34352.08,444.65,1793.45,-20.4665862968637,2024,2
2023-11-20,Campaign B,PPC,92101,3358,1383,29079.26,84108.1,15.54,6154.45,189.2374152574722,2023,11
2024-03-04,Campaign C,Social Media,6407,8724,370,25236.49,47811.78,98.28,1979.61,89.45495193665995,2024,3
2023-09-06,Campaign C,PPC,45389,9430,251,39833.28,52036.34,427.9,9822.08,30.635338089155596,2023,9
2023-08-05,Campaign D,Email,18275,2285,808,13541.28,26031.59,461.46,8195.92,92.23876915623929,2023,8
2023-10-06,Campaign D,PPC,48248,9958,164,23179.21,82184.55,424.29,4606.54,254.56147987787335,2023,10
2023-10-16,Campaign C,Email,74119,4663,509,12356.94,29434.09,158.14,3575.14,138.19885829339626,2023,10
2024-02-21,Campaign D,PPC,44330,4793,1396,37401.31,16347.04,8.17,3752.83,-56.29286781666203,2024,2
2024-03-14,Campaign A,Social Media,84926,1185,1763,43644.46,88602.82,293.24,6302.6,103.01046226714688,2024,3
2023-07-03,Campaign B,Social Media,33645,3678,109,15764.19,17325.07,76.96,5659.33,9.901428490775608,2023,7
2023-12-29,Campaign C,Social Media,39660,3115,1955,44787.36,26812.33,209.45,8373.78,-40.13415838754506,2023,12
2023-12-14,Campaign C,Organic Search,98280,4503,928,14129.16,63510.97,106.12,6084.81,349.5028012988741,2023,12
2024-04-20,Campaign A,Email,31828,1661,660,12689.83,44492.02,374.61,3893.59,250.6116315190983,2024,4
2023-10-03,Campaign B,Email,47590,2077,1218,27661.97,82819.09,430.68,5664.82,199.39693376863613,2023,10
2024-03-21,Campaign C,Organic Search,14277,5524,1809,30287.38,29558.09,29.13,4713.34,-2.407900584335789,2024,3
2023-11-26,Campaign C,Organic Search,84294,2184,632,40841.96,46978.16,112.65,9187.79,15.0242544677092,2023,11
2024-01-22,Campaign D,Email,47372,6784,801,37477.73,85216.83,381.09,5710.8,127.37991335120881,2024,1
2024-03-29,Campaign B,PPC,82645,9255,644,9981.07,50874.21,88.71,2648.16,409.70697530425093,2024,3
2024-01-25,Campaign A,Email,60570,4087,840,10487.58,20228.84,149.07,696.79,92.88377299624891,2024,1
2023-06-02,Campaign A,Social Media,40582,3893,1120,18775.65,49010.5,60.03,8907.57,161.03224122733434,2023,6
2023-09-09,Campaign C,PPC,98186,4984,531,46314.19,63716.23,65.36,2229.4,37.573883943560276,2023,9
2024-02-04,Campaign B,PPC,27979,9952,1715,25238.24,57617.96,145.57,1942.44,128.29626788555777,2024,2
2024-01-05,Campaign D,Email,93845,9889,524,28108.33,55066.38,201.39,3069.68,95.90768999794722,2024,1
2024-03-16,Campaign C,Social Media,40580,7940,1286,39314.49,20420.89,451.99,4186.09,-48.0575991193069,2024,3
2024-03-19,Campaign C,Organic Search,11901,4398,949,30806.47,78943.23,120.97,2473.97,156.2553580465402,2024,3
2024-01-29,Campaign D,PPC,42362,8480,1967,32174.64,81556.05,336.82,3824.89,153.47929300840664,2024,1
2023-11-04,Campaign D,Social Media,75182,7628,1366,9965.24,71147.4,266.71,7281.37,613.9557100481273,2023,11
2024-03-06,Campaign D,PPC,63097,8575,1664,30846.02,90978.8,206.8,4616.64,194.94502045968977,2024,3
2023-06-15,Campaign A,Email,75743,2342,1455,48049.64,88672.59,418.57,5390.63,84.54371354291104,2023,6
2024-04-18,Campaign A,Organic Search,83486,8848,295,22790.54,51594.66,479.93,421.09,126.38629887663917,2024,4
2023-12-27,Campaign B,Social Media,52582,6265,1111,33861.0,31462.94,307.09,1054.14,-7.082070818936244,2023,12
2023-11-13,Campaign D,Social Media,76454,2189,1731,11155.08,62178.56,499.81,3151.44,457.40129160884544,2023,11
2024-04-07,Campaign C,Organic Search,85187,246,771,12326.7,50646.82,188.35,7620.87,310.8708737942839,2024,4
2023-11-25,Campaign D,Social Media,81272,3166,1773,48271.04,81916.73,487.88,9514.7,69.70160576610736,2023,11
2024-01-20,Campaign C,Email,76324,5719,165,19357.6,13965.34,455.68,1314.36,-27.856035872215557,2024,1
2023-09-09,Campaign B,Email,5184,5040,25,44656.65,97962.23,382.67,6912.78,119.36761938031624,2023,9
2024-04-16,Campaign C,Email,22131,1195,1399,8198.05,43135.71,271.41,4645.47,426.1703697830582,2024,4
2023-11-26,Campaign B,Email,63733,727,195,13416.85,75358.91,205.91,8294.6,461.6736417266348,2023,11
2023-08-02,Campaign D,Email,15806,2808,1321,10761.39,76798.08,168.88,3374.71,613.6446128241798,2023,8
2024-05-11,Campaign C,Email,82681,4166,1415,19785.08,63546.4,255.17,8044.28,221.1834372163266,2024,5
2024-01-18,Campaign C,Email,11363,350,1678,45632.75,56419.92,466.25,7729.79,23.639096920523087,2024,1
2023-08-13,Campaign D,Email,23184,9733,1557,34947.27,80242.18,246.22,6367.8,129.6092942309943,2023,8
2024-01-12,Campaign D,Email,52905,8644,663,5440.12,15858.65,28.29,338.45,191.51287103960942,2024,1
2024-04-06,Campaign C,Email,16283,5201,1462,26540.87,57165.83,145.51,857.95,115.38792812745025,2024,4
2024-04-16,Campaign B,Organic Search,89535,9961,1606,4558.52,8426.55,193.58,2137.2,84.8527592288725,2024,4
2023-06-13,Campaign C,PPC,23775,9772,589,47999.52,72705.1,344.08,9815.58,51.47047303806374,2023,6
2023-07-18,Campaign D,PPC,20781,6519,355,48297.57,16967.55,65.09,6277.62,-64.86872942054849,2023,7
2023-10-07,Campaign B,PPC,95126,6224,1737,4993.2,19969.29,90.6,2488.68,299.92970439798125,2023,10
2023-08-09,Campaign B,Email,27016,4241,339,31474.89,80145.2,249.35,5933.85,154.63218457634005,2023,8
2023-06-19,Campaign C,Organic Search,93354,4842,1176,42837.53,57066.42,259.51,8430.11,33.21594405653174,2023,6
2023-07-29,Campaign B,Organic Search,73214,4164,1756,24254.09,39526.47,275.83,1816.16,62.968266383113125,2023,7
2023-11-13,Campaign A,Email,18808,1814,141,44246.49,44019.46,100.85,8726.47,-0.5131028472540959,2023,11
2024-01-05,Campaign B,Social Media,56724,7814,1343,21727.29,84939.13,100.64,2845.2,290.93292352612775,2024,1
2023-08-27,Campaign D,Email,94241,8196,1717,42038.51,36361.69,216.54,6170.02,-13.503856345051238,2023,8
2024-05-08,Campaign C,PPC,87371,9879,29,40096.86,21061.94,63.53,4750.73,-47.47234571485149,2024,5
2024-01-03,Campaign C,Social Media,39720,244,936,19759.37,6254.27,151.2,7640.2,-68.34782687909583,2024,1
2023-12-06,Campaign C,Email,40222,4154,628,13892.37,43021.83,487.5,5892.06,209.67955791560402,2023,12
2023-10-29,Campaign C,Social Media,38719,8920,1869,15584.09,20278.15,455.35,5882.72,30.120847608041284,2023,10
2023-07-01,Campaign D,Social Media,49857,1161,1200,30067.57,61814.33,365.48,9484.67,105.58472134595513,2023,7
2024-02-19,Campaign D,PPC,19229,3838,1302,30934.58,84873.03,455.02,651.0,174.36296209613965,2024,2
2023-07-14,Campaign C,Social Media,35280,3861,1725,41393.36,13931.98,340.16,9148.2,-66.34247618458613,2023,7
2023-10-03,Campaign B,Social Media,76747,1348,255,44238.68,69614.88,495.36,3057.42,57.36201893908228,2023,10
2023-08-07,Campaign C,Social Media,21883,6931,1085,20924.46,67786.5,358.34,2372.31,223.95818099965305,2023,8
2023-07-14,Campaign D,Social Media,26042,3794,1191,21240.31,55602.43,326.92,6448.95,161.77786482400677,2023,7
2023-12-22,Campaign B,PPC,65794,2256,823,28797.37,92193.02,261.88,8607.32,220.14388813978502,2023,12
2024-03-03,Campaign D,Email,92259,7866,221,31741.8,68443.52,428.84,8050.18,115.62583092326209,2024,3
2023-08-27,Campaign D,Organic Search,11920,2294,478,36857.59,29693.47,123.09,2191.73,-19.437299074627497,2023,8
2024-05-07,Campaign A,Social Media,60613,7393,1995,35456.79,73824.34,150.44,1871.06,108.20931618457281,2024,5
2023-08-08,Campaign D,PPC,19818,7505,1152,35674.35,8081.53,274.43,6739.59,-77.34638472740218,2023,8
2023-07-31,Campaign B,Social Media,37370,9340,1159,18998.88,89528.87,58.77,6649.46,371.2323568547198,2023,7
2023-12-16,Campaign D,Organic Search,89681,4909,1878,20756.5,38364.64,269.13,4062.09,84.83193216582757,2023,12
2023-07-06,Campaign C,PPC,70178,468,76,21708.04,68153.14,74.7,1790.88,213.95344766270927,2023,7
2024-05-05,Campaign C,PPC,22697,3333,1722,35442.24,47621.22,139.19,5862.0,34.36289579891114,2024,5
2023-12-30,Campaign C,Organic Search,3596,7542,1201,23093.13,23638.57,122.28,3639.32,2.361914560737322,2023,12
2023-08-15,Campaign B,Email,53618,1012,290,19951.6,87947.57,310.68,6457.75,340.8045971250426,2023,8
2023-05-31,Campaign D,Email,74204,5072,674,24323.18,83379.37,495.87,7308.53,242.79798118502595,2023,5
2023-06-02,Campaign D,Organic Search,16255,2874,586,17581.18,19018.99,162.86,6049.98,8.178120012422381,2023,6
2024-02-19,Campaign A,PPC,40945,4227,1504,19779.74,66568.96,331.79,6491.93,236.5512387928254,2024,2
2023-08-21,Campaign C,PPC,22974,6603,1000,31473.98,48351.93,57.42,6619.27,53.625089677250855,2023,8
2023-11-30,Campaign C,Social Media,11666,8572,1232,6348.19,27866.73,231.28,8233.55,338.97126582537703,2023,11
2024-03-24,Campaign D,Organic Search,27108,125,927,8939.62,75118.51,341.75,3742.06,740.2875066277984,2024,3
2023-07-13,Campaign D,Email,1444,1046,1848,46210.15,43536.86,452.3,4738.55,-5.785071028767491,2023,7
2024-04-16,Campaign B,Social Media,90631,5879,1361,18695.16,6417.48,69.1,5701.45,-65.67304050888038,2024,4
2024-04-27,Campaign D,Organic Search,44620,4835,620,9340.79,40231.72,495.24,6685.52,330.71003630313925,2024,4
2023-08-21,Campaign B,Organic Search,53206,6511,935,35052.3,28458.53,340.81,7946.38,-18.81123349965624,2023,8
2023-06-22,Campaign A,Email,65802,9307,1594,4593.68,93891.7,139.2,8787.94,1943.9320980129216,2023,6
2024-02-06,Campaign A,Organic Search,32794,2725,1974,16202.64,64729.0,488.94,2624.92,299.4966252413187,2024,2
2023-09-24,Campaign C,Organic Search,58262,1634,587,45280.27,20404.22,83.04,4286.18,-54.93794537885927,2023,9
2024-05-15,Campaign D,Social Media,37161,2295,313,40334.95,12316.81,157.04,4288.26,-69.4636785219766,2024,5
2023-08-10,Campaign B,Email,54499,6375,423,30515.34,87084.75,205.95,5777.42,185.38023826704867,2023,8
2023-11-02,Campaign C,Email,31673,4076,1628,13214.6,59448.43,128.63,1546.67,349.8693112163819,2023,11
2023-08-21,Campaign B,Social Media,31653,3976,650,20806.11,26801.7,459.37,7390.99,28.81648707999717,2023,8
2023-07-31,Campaign D,Organic Search,81194,5681,1880,16386.48,61497.57,380.92,1878.12,275.2945721106668,2023,7
2024-04-28,Campaign A,PPC,3291,3606,1140,9492.16,82735.83,58.8,6716.59,771.6227918619155,2024,4
2024-04-02,Campaign C,Social Media,97187,5892,1905,14918.22,80194.29,326.71,2662.37,437.55937370544206,2024,4
2024-05-04,Campaign C,Social Media,6944,8485,639,17081.97,88410.24,164.15,9180.39,417.56466028215715,2024,5
2024-04-20,Campaign C,PPC,4205,7735,1932,9969.26,14738.0,418.06,7563.13,47.834443078021835,2024,4
2023-08-08,Campaign C,Email,13977,9451,1745,26876.7,74954.46,190.15,953.78,178.88267532844438,2023,8
2023-11-14,Campaign C,Social Media,59251,7735,343,6772.11,10527.11,360.94,9821.33,55.44800660355489,2023,11
2024-05-06,Campaign B,Email,74796,1010,483,12261.8,98096.77,89.58,1764.53,700.0193283204751,2024,5
2024-01-01,Campaign D,PPC,37008,7704,1643,15625.58,51752.62,173.48,2803.49,231.2044736899366,2024,1
2023-06-18,Campaign A,PPC,30298,8553,586,1525.06,94157.82,387.01,1990.2,6074.04036562496,2023,6
2023-12-19,Campaign C,Email,13404,1966,1941,48809.36,22579.06,221.32,3295.05,-53.740307186982164,2023,12
2023-09-08,Campaign A,PPC,47182,6267,571,20105.32,58171.38,443.78,4025.81,189.33327099494065,2023,9
2023-10-27,Campaign C,Organic Search,22687,1465,497,46904.91,42364.18,266.72,7613.94,-9.68071359693474,2023,10
2024-01-19,Campaign A,PPC,64335,221,1372,5566.22,5291.17,195.23,1146.49,-4.94141446080105,2024,1
2024-05-07,Campaign A,PPC,19102,3771,1165,7113.86,27823.15,495.15,4290.79,291.1118576975088,2024,5
2023-06-11,Campaign B,Organic Search,79425,5594,1494,45212.72,58028.42,301.52,3871.7,28.34534175338267,2023,6
2023-10-11,Campaign C,Social Media,40963,7162,988,2766.64,27828.2,492.3,9461.53,905.8482491397509,2023,10
2023-08-05,Campaign B,Organic Search,41975,7820,821,23529.01,89082.71,350.73,561.15,278.60798223129666,2023,8
2024-02-02,Campaign B,Organic Search,7097,1018,1052,4694.63,70420.45,236.41,3062.52,1400.0213009331937,2024,2
2023-11-10,Campaign C,Organic Search,83079,5103,1829,35307.46,67161.5,402.9,6772.58,90.21900754118252,2023,11
2023-06-15,Campaign C,Organic Search,71902,9191,459,6972.78,58974.71,390.84,5886.1,745.7847515625045,2023,6
2023-09-07,Campaign A,Social Media,66753,7451,873,18261.79,92703.78,381.67,6049.54,407.63796977185694,2023,9
2024-03-13,Campaign A,PPC,81542,875,94,46238.28,95204.35,139.03,9263.47,105.89941926905588,2024,3
2023-08-17,Campaign D,Social Media,87862,2433,845,2490.51,97344.89,250.15,2333.24,3808.6327699949,2023,8
2023-09-20,Campaign B,Email,11149,9205,246,42856.98,29998.11,59.76,9553.92,-30.004144015747265,2023,9
2023-06-02,Campaign B,Organic Search,6308,608,1177,34939.08,12194.08,174.23,5814.79,-65.09902378654503,2023,6
2023-11-10,Campaign A,Email,51047,8284,390,14551.26,58411.16,224.13,4885.51,301.4165096355917,2023,11
2024-03-10,Campaign B,Email,80030,720,1324,2849.8,30251.4,27.29,2651.72,961.527124710506,2024,3
2023-12-07,Campaign D,PPC,44349,4627,731,35672.15,50706.42,58.17,554.14,42.14567947264181,2023,12
2024-01-22,Campaign B,Organic Search,67003,6389,659,11939.68,56232.22,385.14,8620.15,370.969238706565,2024,1
2023-07-02,Campaign D,Email,44422,8819,1844,47703.88,10218.58,404.97,4375.99,-78.57914282863364,2023,7
2024-02-19,Campaign A,Social Media,30966,5129,900,1763.87,18850.34,99.26,535.38,968.6921371756423,2024,2
2024-05-29,Campaign C,Email,38174,7962,44,43959.82,86554.87,24.37,462.87,96.89541494937876,2024,5
2023-07-29,Campaign C,Email,85446,9605,916,46533.69,65135.09,154.23,3737.11,39.97404890951049,2023,7
2023-06-02,Campaign C,Organic Search,20094,3736,508,21843.41,18096.43,370.23,7737.77,-17.153823510157064,2023,6
2023-07-29,Campaign B,Social Media,44300,6050,871,17115.34,76893.0,254.69,7422.33,349.2636430243279,2023,7
2024-04-03,Campaign A,Email,13226,8764,526,6815.16,5158.66,307.2,5793.26,-24.306105799423637,2024,4
2023-07-06,Campaign C,Social Media,31936,9559,1629,3517.35,97423.55,22.94,6457.59,2669.799707165906,2023,7
2023-07-04,Campaign B,Email,82957,1774,501,48619.72,69113.9,39.12,2489.18,42.15199100282764,2023,7
2023-09-19,Campaign D,PPC,39967,8107,1985,3666.45,68715.73,286.3,2121.48,1774.176110406524,2023,9
2023-10-10,Campaign A,Organic Search,27532,1921,805,22718.42,50247.96,176.19,1238.91,121.17717693395933,2023,10
2024-01-01,Campaign D,Email,25335,2480,1241,25547.2,41367.7,338.2,9402.66,61.926551637752844,2024,1
2024-03-02,Campaign A,Organic Search,81691,9495,1144,49645.8,5209.6,105.57,8931.97,-89.50646378948471,2024,3
2023-07-27,Campaign A,Organic Search,31764,6198,667,14831.01,95682.5,305.7,575.78,545.1516113872218,2023,7
2024-01-27,Campaign D,Social Media,11373,3944,613,35094.05,42508.31,154.06,2886.25,21.126829191843044,2024,1
2024-03-06,Campaign A,Email,33216,7812,1407,14783.06,92390.78,336.91,7293.18,524.9773727496203,2024,3
2024-04-16,Campaign B,PPC,66559,2912,334,47309.16,71442.34,421.23,1565.88,51.01164341112797,2024,4
2023-10-04,Campaign C,Organic Search,2531,5258,492,18834.16,36908.87,328.74,8635.72,95.96769911692374,2023,10
2023-12-15,Campaign D,PPC,18569,5832,1828,40686.31,34953.31,453.88,2755.19,-14.090734696756723,2023,12
2023-12-07,Campaign B,PPC,54035,3518,389,10516.55,6509.63,34.99,5152.28,-38.10108828465608,2023,12
2023-06-05,Campaign D,Organic Search,3125,6226,1331,19523.68,12872.66,165.91,4337.96,-34.06642600165542,2023,6
2023-07-10,Campaign B,Organic Search,30845,6440,1830,18036.37,21664.16,337.67,6793.07,20.11374794373813,2023,7
2023-06-15,Campaign B,PPC,15301,4033,485,39508.51,78229.05,178.94,3632.1,98.00556892679577,2023,6
2024-05-21,Campaign C,Email,41808,4464,1694,22025.18,41307.94,199.91,4802.39,87.54870561784286,2024,5
2024-04-08,Campaign C,Organic Search,21986,4598,516,17473.75,42764.83,442.05,6075.72,144.73756348808928,2024,4
2024-03-09,Campaign C,Organic Search,13743,9748,658,25300.04,68546.74,336.22,6631.42,170.93530286908637,2024,3
2024-02-22,Campaign D,Social Media,84058,8428,450,31936.74,18675.97,365.49,6132.44,-41.521990034048564,2024,2
2023-12-27,Campaign C,Email,73785,5600,492,23167.62,76243.78,429.64,9094.25,229.09629905877256,2023,12
2024-04-15,Campaign B,PPC,77710,4815,875,1492.23,92409.93,54.84,8748.2,6092.7403952473815,2024,4
2024-03-30,Campaign A,Email,4034,3753,1100,32649.04,98170.98,400.93,3942.44,200.68565568849803,2024,3
2024-01-11,Campaign C,Organic Search,85750,716,405,11393.31,97420.26,278.74,4978.07,755.0654726326239,2024,1
2023-11-17,Campaign A,Organic Search,61675,3584,578,17587.1,31939.03,441.31,1357.69,81.60486947819709,2023,11
2023-08-25,Campaign B,PPC,75423,6080,1690,7615.07,74901.01,141.17,1263.95,883.589251313514,2023,8
2024-05-21,Campaign D,Email,13797,9248,538,39953.08,41850.47,206.19,5717.9,4.749045630524604,2024,5
2024-01-21,Campaign B,Email,48125,4357,141,10816.5,99220.47,163.34,7897.78,817.3066148939121,2024,1
2023-11-20,Campaign D,Email,48531,2647,904,19068.1,13459.23,69.24,2948.31,-29.414939086746973,2023,11
2023-12-07,Campaign C,PPC,36167,6411,1101,10960.59,61799.06,136.8,2178.28,463.82968435093363,2023,12
2023-09-13,Campaign D,Email,22045,5369,1033,25771.31,48804.76,79.12,9973.91,89.3763258445147,2023,9
2023-06-11,Campaign C,Social Media,54561,5899,1192,32879.04,75852.53,50.85,330.74,130.7017783974228,2023,6
2024-01-07,Campaign D,PPC,78365,5940,788,10363.79,9494.88,231.53,2579.2,-8.384095007714375,2024,1
2024-02-27,Campaign D,Email,25606,1949,177,43335.1,78560.14,298.51,6620.71,81.28523990944984,2024,2
2024-05-05,Campaign A,PPC,58583,6724,378,15516.16,58225.82,123.94,2473.37,275.25921361986474,2024,5
