Date,Region,Revenue,Cost,Budget,Actuals,Expense Category,Expense Amount,Cash Inflow,Cash Outflow,Forecasted Revenue,Forecasted Cost,Profit Margin,Cash Flow,Year,Month
2022-09-17,Melissafort,253445.64,171229.33,410784.97,304255.72,Marketing,5691.0,197298.31,37255.37,10765.8,289030.66,32.4394256693467,160042.94,2022,9
2023-01-04,Lake Coreystad,332290.29,42893.66,31874.43,302457.07,Miscellaneous,6773.04,176441.55,99313.35,244559.98,202891.36,87.09150965560866,77128.19999999998,2023,1
2023-09-06,Sandraville,395498.79,238035.97,212970.72,494863.7,Rent,2929.79,41569.48,48174.36,126923.38,151338.12,39.81372989788413,-6604.879999999997,2023,9
2023-02-09,Allenland,119737.65,177372.76,452853.79,260900.91,Maintenance,3579.9,87141.42,28838.24,475877.35,95836.58,-48.1344923672713,58303.17999999999,2023,2
2023-11-18,Port Daniellemouth,465296.34,217486.32,336824.1,167105.49,Utilities,1055.4,82861.46,108703.53,120841.61,119849.13,53.25853626959541,-25842.069999999992,2023,11
2023-05-29,Williamsmouth,88054.22,270129.41,82502.54,49634.6,Research and Development,9233.61,137428.42,130856.02,453084.75,128844.2,-206.77622265008986,6572.400000000009,2023,5
2023-07-20,Lake Taylor,325464.35,94676.19,445316.15,56938.28,Utilities,4808.56,68752.8,44139.84,279275.36,259447.75,70.91042690236273,24612.960000000006,2023,7
2022-06-23,Pittstown,492247.86,128884.08,230001.58,178414.37,Utilities,3797.94,186232.04,25957.76,365977.22,235340.44,73.81723914452365,160274.28,2022,6
2023-03-25,Port Morganport,239524.45,52762.27,254043.08,319278.22,Salaries,5051.76,144245.75,11969.14,350226.0,99679.69,77.9720734146347,132276.61,2023,3
2023-11-04,Lake Williamside,93237.11,230508.65,459537.14,263021.45,Miscellaneous,3674.37,45568.49,132313.21,240123.31,232203.7,-147.22843726065724,-86744.72,2023,11
2024-02-04,Mahoneybury,11494.83,223308.42,42674.35,222000.7,Maintenance,9571.86,69930.12,43276.18,29353.27,245402.57,-1842.685711750413,26653.939999999995,2024,2
2022-10-21,North Kaylamouth,253441.74,269139.94,366431.47,94981.8,Maintenance,5029.34,48374.6,62392.43,32314.51,44548.8,-6.19400734859223,-14017.830000000002,2022,10
2024-04-28,New Stephanieland,345066.57,138248.34,230976.04,151527.55,Maintenance,2313.7,173056.54,7402.18,171040.82,102907.67,59.9357480500067,165654.36000000002,2024,4
2023-07-07,Saundersburgh,231037.21,252340.25,297603.84,369449.76,Miscellaneous,7483.48,129145.01,32594.3,100310.06,282337.39,-9.220609961486295,96550.70999999999,2023,7
2022-12-25,Scottshire,332090.27,271305.18,216820.08,121340.44,Salaries,5074.38,92101.75,113488.3,197757.82,280362.43,18.303785293077095,-21386.550000000003,2022,12
2023-01-21,Littleville,387359.06,193484.56,284481.5,32937.38,Sales,8967.93,131749.51,145049.32,188992.81,45629.76,50.05033314568659,-13299.809999999998,2023,1
2022-08-05,Erintown,437139.32,230957.02,253394.74,74561.6,Rent,5419.6,22820.98,121038.82,482562.72,46423.98,47.16626726692076,-98217.84000000001,2022,8
2024-05-02,Carrilloshire,43224.52,36263.8,446859.32,113829.96,Utilities,1122.27,85408.36,87290.67,18828.25,52004.29,16.103637472434613,-1882.3099999999977,2024,5
2022-10-23,North Derrickshire,71261.96,169658.2,298092.0,35548.8,Maintenance,8758.08,188291.82,86541.09,466116.03,256754.6,-138.07680844029548,101750.73000000001,2022,10
2024-01-26,Garciachester,217479.05,47798.28,178905.03,221332.85,Maintenance,6586.13,144510.43,48113.26,307035.49,181375.55,78.0216623164392,96397.16999999998,2024,1
2022-09-27,East Joyce,290505.9,196082.73,349540.91,371552.67,Utilities,8990.91,80485.36,103774.71,196710.49,44137.73,32.50301284758761,-23289.350000000006,2022,9
2023-04-20,Tiffanystad,449300.48,171251.09,458944.14,453884.43,Sales,3613.6,132938.4,82294.37,471217.72,195109.73,61.8849528048579,50644.03,2023,4
2022-12-24,South Robertport,283999.8,66769.79,33398.01,454541.17,Maintenance,8366.39,82216.15,147130.08,353093.62,105357.46,76.48949400668593,-64913.92999999999,2022,12
2022-10-01,South Anthony,292550.34,49775.35,277725.23,367714.78,Marketing,6534.52,46304.16,99449.14,18726.81,131787.07,82.98571452694262,-53144.979999999996,2022,10
2023-10-22,Castillohaven,139273.02,92975.19,495524.44,245763.67,Maintenance,864.34,61111.43,16958.96,447059.39,27195.19,33.24249736237499,44152.47,2023,10
2024-02-11,East Paulhaven,172327.14,22110.68,434815.48,83455.94,Salaries,4960.63,36375.74,76600.6,377712.28,88820.03,87.16935707283253,-40224.86000000001,2024,2
2022-06-12,Lake Michael,206135.31,96032.7,59113.57,165621.18,Rent,5305.1,153847.87,49731.74,99188.96,261829.82,53.41278502940617,104116.13,2022,6
2023-01-02,Andreaville,382622.44,162320.42,155904.59,261238.57,Salaries,3245.64,60263.22,30973.0,375962.12,98895.52,57.576868727302035,29290.22,2023,1
2022-07-11,North Walterchester,429267.77,51596.34,212233.63,70644.64,Maintenance,3301.23,14320.76,19261.34,445211.95,127148.54,87.98038343293278,-4940.58,2022,7
2023-06-30,Swansonfort,147398.69,186532.11,116719.42,276151.19,Miscellaneous,7754.48,60003.03,124828.55,34061.78,192657.89,-26.5493675690062,-64825.520000000004,2023,6
2022-07-23,Lake Tammy,28794.07,125720.88,100408.11,446511.49,Utilities,3729.62,61977.47,129962.27,422705.64,25074.23,-336.62073475545486,-67984.8,2022,7
2022-09-25,West Steven,42739.87,179881.23,202178.87,413384.08,Marketing,8706.96,9769.86,68624.52,434164.06,86784.25,-320.87453705404346,-58854.66,2022,9
2022-10-27,West Thomasport,134046.34,279510.34,125955.9,28325.31,Sales,6183.3,186078.77,53923.36,248656.14,90358.01,-108.51769619371929,132155.40999999997,2022,10
2023-11-08,Brianmouth,50016.28,248317.1,375155.1,57895.68,Sales,7773.71,60252.35,78464.53,357205.48,218031.29,-396.472548538196,-18212.18,2023,11
2024-05-27,Harrisport,242414.06,233194.05,383174.26,196377.58,Utilities,2490.82,113887.79,5015.64,365218.67,81998.25,3.80341387789141,108872.15,2024,5
2024-01-27,Harrismouth,45638.02,255800.24,168074.27,187201.88,Salaries,4589.61,126987.39,56499.84,168001.95,132567.79,-460.49811100481577,70487.55,2024,1
2022-12-09,Curtisfort,381030.6,104858.48,132992.86,355116.21,Marketing,4447.92,25322.9,80324.02,169254.61,17320.64,72.48029948250876,-55001.12,2022,12
2024-03-17,Lake Rickyport,149578.89,248609.18,162700.63,440546.9,Rent,8723.36,103031.28,123145.89,80303.84,198738.21,-66.20606022681407,-20114.61,2024,3
2023-09-15,New Michael,244929.96,44658.91,261407.48,252892.26,Sales,8570.76,142668.86,81353.83,254353.49,58843.07,81.7666609670781,61315.029999999984,2023,9
2024-04-07,Barryland,214162.01,251440.99,46108.07,192626.98,Research and Development,4380.67,139680.42,119489.89,116126.06,228710.91,-17.40690610813747,20190.530000000013,2024,4
2022-11-06,Jonesberg,252747.74,227998.48,271642.38,238339.46,Research and Development,9065.6,75499.82,57610.64,226160.59,237279.49,9.792079644312539,17889.180000000008,2022,11
2023-11-14,Mcbrideton,472063.51,36682.4,180860.71,258811.22,Research and Development,1405.98,5754.57,105832.92,488515.31,242930.24,92.22935066512554,-100078.35,2023,11
2022-12-18,North Josephborough,106283.29,259690.42,34145.57,26019.7,Miscellaneous,7415.54,176076.49,134340.74,13312.13,79510.35,-144.33795754723062,41735.75,2022,12
2023-03-20,East Kelly,201879.51,219736.76,382732.85,174712.38,Miscellaneous,5460.31,145016.93,136678.0,203519.2,34724.47,-8.845498981050627,8338.929999999993,2023,3
2024-03-09,Hernandezville,156408.27,159210.65,465428.5,443113.68,Research and Development,6065.07,150189.07,36512.16,238860.97,118195.96,-1.7917083284662665,113676.91,2024,3
2024-05-05,West Joshua,49526.5,5754.14,161583.64,316665.17,Rent,7413.12,123395.18,15933.32,401224.06,251285.8,88.38169464831958,107461.85999999999,2024,5
2022-08-28,Simpsontown,302961.36,161021.06,226796.96,283886.24,Salaries,3097.83,116269.75,149963.27,324731.91,160612.34,46.850958155191805,-33693.51999999999,2022,8
2023-12-27,New Chase,386281.01,252415.0,12775.56,393889.4,Utilities,3894.03,37978.59,11188.36,360565.81,95691.52,34.65508439050628,26790.229999999996,2023,12
2023-05-03,Johnsonland,174607.61,5099.22,176277.2,482017.6,Maintenance,1408.81,131228.01,143947.68,369859.63,133709.5,97.07961182218806,-12719.669999999984,2023,5
2022-07-21,Chavezbury,126624.55,51763.17,255745.19,78430.79,Research and Development,4789.94,96709.13,91235.34,365992.74,111901.91,59.120747122102316,5473.790000000008,2022,7
2023-04-04,Port Alyssaland,150712.94,94888.84,27251.4,160620.89,Research and Development,869.37,93821.36,134164.11,116910.62,299134.77,37.04001793077622,-40342.749999999985,2023,4
2023-08-13,East Joshuamouth,430374.69,251967.29,92341.51,413432.71,Marketing,760.35,73411.3,21978.31,195507.56,148242.32,41.45397118961619,51432.990000000005,2023,8
2023-05-26,Adamshaven,23334.01,67974.67,363962.67,81363.6,Salaries,4184.5,61091.29,109820.03,120810.07,185272.4,-191.31156625029305,-48728.74,2023,5
2023-07-29,Reevesville,208685.5,247570.2,97400.49,373153.66,Miscellaneous,2717.17,72935.57,4941.54,481293.28,200119.06,-18.633158508856635,67994.03000000001,2023,7
2023-08-18,Ryanside,180425.21,43825.9,112662.42,424212.09,Miscellaneous,1196.33,159815.51,99348.61,140227.76,140775.75,75.7096583121616,60466.90000000001,2023,8
2024-05-20,North Jeffreyville,239269.84,11550.98,186433.78,70992.21,Salaries,1272.61,144768.04,93368.82,495245.15,99057.55,95.17240451199365,51399.22,2024,5
2023-01-30,Port Christopherhaven,446687.09,183903.24,202318.98,235430.91,Maintenance,8544.06,50741.24,53237.48,321335.57,32626.27,58.82951531014699,-2496.2400000000052,2023,1
2022-06-19,Lake Melissa,144242.47,212223.26,331407.32,235131.21,Miscellaneous,9935.18,110716.33,81482.85,278596.29,100902.67,-47.12952433496183,29233.479999999996,2022,6
2024-04-10,Robertport,230077.86,73044.61,363819.05,308810.59,Maintenance,3869.67,83822.58,49884.97,19555.18,107316.64,68.25222122632746,33937.61,2024,4
2022-06-20,Zhangfurt,144358.73,158652.78,184934.03,169708.24,Utilities,8981.16,19429.54,92404.61,313607.39,263879.74,-9.901756547733545,-72975.07,2022,6
2022-08-20,Johnnyland,373113.32,256077.79,80408.55,115223.24,Sales,1654.65,191591.54,11400.71,74033.49,280597.7,31.367288093601157,180190.83000000002,2022,8
2024-03-30,Rioston,52392.54,166610.51,485880.07,239125.2,Salaries,2142.82,114560.77,129115.97,168141.19,240053.51,-218.00426167542173,-14555.199999999997,2024,3
2024-03-13,Tammyville,144229.51,268459.61,59348.94,207164.51,Research and Development,877.15,36589.69,136737.96,121866.09,99020.67,-86.13362133727,-100148.26999999999,2024,3
2022-09-01,Port Judyton,126489.3,140732.63,28491.92,340471.46,Marketing,3309.54,146647.49,110331.7,455705.46,176751.06,-11.260501876443305,36315.78999999999,2022,9
2022-06-22,Amandamouth,304114.62,104318.81,400310.83,440287.04,Rent,6559.57,115716.65,41868.07,219614.19,219388.8,65.69753535689932,73848.57999999999,2022,6
2023-09-01,Brownmouth,53673.86,285930.0,265793.99,42008.03,Marketing,4998.93,120248.44,58284.38,399267.45,125811.72,-432.7174158892243,61964.060000000005,2023,9
2023-05-13,Bellton,344821.53,33544.43,44900.8,416262.52,Marketing,5142.7,51738.1,47625.98,59232.05,11572.5,90.27194444616032,4112.119999999995,2023,5
2023-05-09,North Jared,335775.76,73302.6,10387.73,493645.57,Research and Development,5921.1,142660.99,60904.72,210471.43,188459.37,78.1691805269088,81756.26999999999,2023,5
2023-01-28,Jacobsbury,402907.88,10265.98,274287.38,140678.48,Utilities,2856.77,187328.76,105957.09,345824.5,25347.73,97.4520279921058,81371.67000000001,2023,1
2023-12-25,Delgadoborough,116672.38,57342.9,95012.56,232762.63,Salaries,7287.87,93492.84,108493.78,221687.89,33974.86,50.851349736758614,-15000.940000000002,2023,12
2022-09-25,Franklinborough,36027.12,257090.77,268503.48,410639.98,Rent,1905.39,164332.05,108712.34,364595.71,163859.79,-613.6034465147367,55619.70999999999,2022,9
2023-09-21,Hansonville,171935.43,248660.11,45536.99,334102.89,Marketing,5620.49,92587.96,82452.46,236008.17,169512.08,-44.624124300616806,10135.5,2023,9
2023-10-08,Ashleyview,250071.39,8929.68,86655.91,75733.78,Rent,6367.89,70667.29,50192.03,11395.52,110649.52,96.4291476925849,20475.259999999995,2023,10
2023-08-19,Port Codyborough,82523.48,138599.4,214604.69,219512.33,Miscellaneous,6896.49,145475.69,105681.61,284641.61,36116.0,-67.95147272024883,39794.08,2023,8
2023-07-26,Warrenburgh,361220.37,104429.14,487507.02,374214.07,Research and Development,2582.61,104593.04,22099.05,332992.02,172224.98,71.08990835705085,82493.98999999999,2023,7
2023-07-29,New Amanda,286827.91,5422.48,463610.74,145003.76,Utilities,6778.59,40081.48,82033.48,352178.99,180695.12,98.1095005712659,-41951.99999999999,2023,7
2022-08-20,Jeremychester,365762.1,279711.62,419638.12,16412.2,Salaries,6768.47,7197.67,93971.9,149573.79,295171.56,23.52635223824447,-86774.23,2022,8
2024-02-05,Frazierstad,27454.09,105380.64,457376.15,330084.47,Rent,9695.95,108280.4,18079.46,117472.47,238117.98,-283.84313594076514,90200.94,2024,2
2022-12-20,West Deborahbury,417384.69,25155.74,104401.68,328096.51,Salaries,6481.44,117877.17,116405.75,106208.17,290413.39,93.9730084493516,1471.4199999999983,2022,12
2022-09-11,Donaldport,267845.06,28232.84,159814.02,335570.92,Research and Development,4168.23,159231.78,85285.6,498652.1,150527.22,89.4592642477707,73946.18,2022,9
2023-01-22,Tylerview,158636.08,6965.75,436628.57,481285.27,Rent,9696.33,83186.15,85836.62,180491.19,165211.1,95.60897495702113,-2650.470000000001,2023,1
2023-06-30,Johnmouth,246630.66,169158.71,377126.54,143751.26,Research and Development,8720.25,102759.72,87814.84,54354.81,243510.88,31.41213261968322,14944.880000000005,2023,6
2024-03-26,Port Rachelfort,477407.92,7138.19,427131.0,14781.65,Research and Development,5027.6,182956.3,147817.48,160146.72,105156.44,98.50480276908687,35138.81999999998,2024,3
2022-08-13,Andrewstown,208437.9,277890.08,163877.35,338793.59,Salaries,9853.36,197191.67,119020.32,21010.55,146706.66,-33.32032226384934,78171.35,2022,8
2024-02-25,Davilaland,385980.2,169943.45,120499.89,20881.46,Research and Development,5287.81,143047.31,4079.52,498795.66,152398.68,55.970940996455255,138967.79,2024,2
2023-03-19,Joneston,453663.45,149747.56,226821.12,260202.73,Utilities,1485.99,59260.98,44599.55,269870.07,22799.46,66.99148675080613,14661.43,2023,3
2023-09-20,West Bradley,367083.06,83300.88,31912.86,159350.54,Salaries,7623.6,60757.3,10407.82,407774.97,41979.39,77.30734836960332,50349.48,2023,9
2023-07-17,Conleyville,333593.97,47598.29,367592.84,480260.41,Research and Development,3045.67,108135.28,130908.99,268578.63,104411.9,85.73166955026196,-22773.710000000006,2023,7
2023-03-30,North Robertmouth,446720.19,284921.94,191128.17,484712.13,Research and Development,5722.27,115606.67,53967.75,399410.3,237870.51,36.219148724842725,61638.92,2023,3
2023-02-18,West Timothy,337056.34,169570.38,230517.01,236933.77,Research and Development,2306.05,101700.41,11841.08,436712.73,244950.67,49.69079056634864,89859.33,2023,2
2023-12-28,Carpentermouth,433836.16,133242.14,132497.14,191181.26,Maintenance,6264.01,121201.67,44753.96,482646.46,143156.96,69.28745174215076,76447.70999999999,2023,12
2023-07-06,West Paul,366218.45,33251.29,145751.42,289530.47,Sales,1795.25,129874.68,27744.8,439315.08,80828.74,90.92036733812839,102129.87999999999,2023,7
2022-07-17,Goodwinberg,416116.93,133769.72,275896.39,174345.7,Research and Development,2786.45,189539.56,66479.78,89630.67,201486.17,67.85285328333072,123059.78,2022,7
2024-01-07,Johnsonshire,44839.11,228880.54,346653.97,95270.95,Sales,3759.55,143080.65,127636.19,16298.3,189648.95,-410.4484455645975,15444.459999999992,2024,1
2023-08-06,Brentside,101268.98,85490.32,247489.0,39718.95,Research and Development,4845.58,159014.78,127819.59,399350.31,290588.18,15.580940975212734,31195.190000000002,2023,8
2022-08-15,Hornchester,36543.35,113818.51,401038.01,72347.72,Salaries,5215.63,45358.47,39121.16,438630.61,60907.5,-211.46162024007106,6237.309999999998,2022,8
2024-03-06,Grantmouth,271307.26,256473.7,111376.94,397752.32,Utilities,4319.22,114804.99,51099.26,406626.18,111126.6,5.467439389568859,63705.73,2024,3
2023-08-17,Allenmouth,105094.3,134148.57,284276.73,321217.87,Salaries,6189.15,171584.88,28534.41,317863.2,142755.06,-27.645904677989197,143050.47,2023,8
2024-01-04,Danielshire,405040.12,291078.47,268668.86,206252.75,Rent,8832.97,91358.74,130244.86,42219.3,281543.66,28.135891822271837,-38886.119999999995,2024,1
2023-10-02,Josephport,484585.68,222887.29,415500.71,411405.61,Marketing,1517.59,131722.51,131837.96,73188.39,208461.78,54.0045653020535,-115.44999999998254,2023,10
2024-01-08,Maymouth,414307.23,228801.28,23613.55,103721.23,Rent,7090.41,12681.72,17176.88,288586.19,161186.09,44.77497291080341,-4495.160000000002,2024,1
2024-04-20,Randymouth,442665.86,86633.44,61261.77,85495.49,Marketing,9461.79,8536.95,10737.61,159148.06,84473.8,80.42915710734955,-2200.66,2024,4
2023-06-08,West Sarah,469883.09,22936.88,445812.88,346026.97,Utilities,2097.06,89257.13,9649.59,79821.12,89984.89,95.11859854331,79607.54000000001,2023,6
2022-11-02,North Bretttown,342179.73,9764.48,387353.89,287007.67,Miscellaneous,7723.1,30993.79,67257.6,442947.6,111407.22,97.14638853680783,-36263.810000000005,2022,11
2022-07-14,Port Jessica,130222.24,163910.02,363316.79,409344.83,Salaries,1790.19,68099.47,57407.54,95885.55,217917.76,-25.869452099733486,10691.93,2022,7
2023-12-04,Josephland,90536.16,288934.39,382691.51,497203.26,Rent,6986.0,88077.47,24147.21,386891.79,156615.97,-219.13700558981074,63930.26,2023,12
2024-05-22,Port Amanda,249647.28,177706.53,95066.93,39350.57,Sales,3388.61,169982.78,115823.03,124400.51,203133.94,28.816957268671224,54159.75,2024,5
2023-04-22,Porterside,72996.94,202374.63,391015.24,60157.92,Miscellaneous,4481.16,105075.26,147344.09,360322.41,81072.7,-177.2371417212831,-42268.83,2023,4
2023-03-09,North Ryan,303120.39,37416.37,64750.11,126792.75,Research and Development,5203.37,141941.28,3835.93,58160.64,151632.54,87.65626753119446,138105.35,2023,3
2023-02-08,Jameshaven,399763.92,128812.28,96924.0,319963.24,Marketing,4789.02,77219.88,33681.36,182191.3,155180.29,67.77791252397165,43538.520000000004,2023,2
2022-11-06,Vanessahaven,451984.11,210836.68,108865.55,303639.35,Sales,1928.88,192589.74,108335.98,396078.78,46237.81,53.35307694777146,84253.76,2022,11
2022-10-07,West Christopher,273653.54,199081.99,326854.03,141315.4,Salaries,2940.64,141571.82,16450.89,172105.74,211661.82,27.25035093644321,125120.93000000001,2022,10
2024-01-23,Andersonville,463359.56,16419.85,218802.14,309363.19,Miscellaneous,4854.72,62296.57,120782.88,413957.4,127219.64,96.45634806801007,-58486.310000000005,2024,1
2023-07-13,Thompsonhaven,62083.86,54242.89,184968.48,388268.99,Research and Development,3073.95,113651.71,149714.76,43635.77,24952.7,12.629643195510074,-36063.05,2023,7
2024-02-27,Judyland,19294.24,133823.09,293853.63,348655.31,Research and Development,9270.18,53710.37,3123.19,152382.66,67495.54,-593.5908851553623,50587.18,2024,2
2023-01-07,West Hannahbury,369893.19,180225.03,347835.14,251976.32,Sales,8040.18,110018.35,141879.9,443904.62,73848.08,51.276467133660944,-31861.54999999999,2023,1
2022-07-27,Johnsonville,276441.21,192317.29,114998.74,200431.51,Miscellaneous,7573.14,115845.32,102732.02,317682.81,163394.06,30.431034504587796,13113.300000000003,2022,7
2023-02-23,Dyerburgh,369890.39,292292.22,216676.08,251678.23,Miscellaneous,3547.21,105759.19,90154.25,429556.17,299529.37,20.978693174483404,15604.940000000002,2023,2
2024-02-29,Jessicafort,269569.08,46888.08,324241.35,102465.27,Miscellaneous,8969.78,158656.74,49036.17,332640.72,279796.66,82.60628407382626,109620.56999999999,2024,2
2024-02-27,East Eric,22015.78,248805.84,230659.61,405605.29,Marketing,3794.03,110784.98,52215.78,491806.95,58268.73,-1030.1250285022834,58569.2,2024,2
2024-02-14,Michaelton,247833.09,76765.58,258249.25,73546.94,Miscellaneous,743.22,23912.61,112200.15,378424.45,213160.86,69.02529036780359,-88287.54,2024,2
2023-07-24,Daltonshire,369801.33,242038.47,34906.57,415543.29,Salaries,7230.57,91797.75,4154.8,52784.44,299388.33,34.549053677010846,87642.95,2023,7
2022-07-20,Jamesborough,299867.78,288467.0,469847.12,452405.92,Sales,1660.42,164807.63,145047.14,376936.5,155419.53,3.8019356397676423,19760.48999999999,2022,7
2022-09-03,West Ronaldburgh,123212.85,126210.57,13334.67,89467.43,Salaries,7119.45,196263.96,11016.41,491865.95,266541.97,-2.432960523192184,185247.55,2022,9
2024-03-18,East John,284024.22,16650.48,318107.71,124520.7,Rent,2233.68,17156.37,13050.55,341793.22,128102.67,94.13765488027747,4105.82,2024,3
2024-03-01,Matthewmouth,360099.65,252009.45,326364.91,311451.39,Miscellaneous,8598.01,111049.06,126960.72,92224.86,63375.6,30.016746753294544,-15911.660000000003,2024,3
2024-04-08,New Kaitlyn,60472.4,168061.87,131838.23,136343.62,Miscellaneous,7511.0,44286.42,124697.56,87865.82,245265.06,-177.91499923932238,-80411.14,2024,4
2024-04-07,Anthonyshire,393247.36,100721.43,252171.74,51233.68,Salaries,2844.59,86475.54,84148.38,10276.9,213971.87,74.38725844211643,2327.159999999989,2024,4
2023-10-27,Lindaburgh,455915.16,153990.01,258824.92,346033.19,Marketing,5844.33,26226.26,49720.14,483190.22,265285.18,66.22397684692038,-23493.88,2023,10
2023-04-01,Davidmouth,250070.58,123206.56,299004.87,317176.75,Miscellaneous,9499.28,128316.25,66113.21,136379.69,237460.23,50.73128554346537,62203.03999999999,2023,4
2022-08-29,Anitastad,153081.84,243558.26,237269.06,80301.98,Marketing,8664.96,168508.59,22734.75,169355.3,224899.75,-59.10330056132067,145773.84,2022,8
2023-08-21,West James,347602.52,157193.5,187982.84,179949.22,Marketing,2473.56,165373.66,16355.34,461874.85,106197.23,54.7778019560963,149018.32,2023,8
2023-08-21,Mckinneyside,398827.85,95670.05,412807.45,125941.32,Rent,9612.82,199031.85,60639.65,84402.99,253993.76,76.0121942336775,138392.2,2023,8
2023-07-21,Thomaston,250475.89,110378.87,221507.51,448976.34,Utilities,8149.8,7046.28,102176.04,261153.62,133681.25,55.93233743974321,-95129.76,2023,7
2022-07-18,Lake Lindsaybury,339741.87,233239.19,189942.9,471669.8,Research and Development,3856.92,173414.75,53529.51,293103.83,102267.82,31.348117322130477,119885.23999999999,2022,7
2023-08-07,Gregoryview,186474.8,236329.01,384319.14,342787.11,Research and Development,8825.68,191738.9,140217.13,34151.49,246971.4,-26.735092355642703,51521.76999999999,2023,8
2022-09-13,Lake Justinfort,16503.32,249104.17,168865.22,46560.35,Utilities,4822.89,171477.41,44594.01,50671.13,46165.37,-1409.4185291202014,126883.4,2022,9
2023-07-27,Christopherburgh,395446.33,187269.52,348796.97,237387.23,Marketing,6443.68,137823.63,71073.94,28799.35,164553.75,52.64350537783472,66749.69,2023,7
2023-07-29,West Nicholas,110192.51,200242.43,297936.09,483116.44,Miscellaneous,8072.41,170241.23,55961.3,182808.84,36496.78,-81.72054525303037,114279.93000000001,2023,7
2023-06-04,Edwardchester,39902.48,247527.01,367157.21,39197.34,Research and Development,751.17,7748.35,47870.16,186301.64,139412.35,-520.3298892700403,-40121.810000000005,2023,6
2024-01-22,South Nicolemouth,287193.01,148744.35,262696.14,142180.07,Marketing,3294.55,98753.4,48138.4,145448.79,118023.44,48.20753123483054,50614.99999999999,2024,1
2023-03-09,Jonesport,18353.88,187855.87,138868.33,391010.62,Marketing,3139.68,171695.7,5893.39,404648.96,129906.32,-923.521293590238,165802.31,2023,3
2024-04-07,Linland,251400.46,26262.75,165276.86,231735.14,Salaries,3324.83,31827.31,54585.4,401122.78,265163.65,89.55342006931889,-22758.09,2024,4
2023-06-25,Port Stephaniehaven,265758.36,258802.63,15320.37,495148.99,Salaries,3024.8,5235.9,144861.38,209498.35,133334.5,2.617313713103882,-139625.48,2023,6
2023-10-30,North Michael,219949.92,118275.88,153624.94,81142.5,Maintenance,5235.55,58332.56,127319.56,77406.5,70975.91,46.22599544478125,-68987.0,2023,10
2023-11-22,North Phillip,105298.81,229346.22,111067.54,285860.48,Maintenance,2125.93,82368.4,79106.51,342876.85,151575.54,-117.80513948828101,3261.8899999999994,2023,11
2024-03-05,South Alexander,438507.22,150252.07,257223.09,229140.65,Salaries,6471.16,92247.72,129186.39,16830.16,89021.45,65.73555390946584,-36938.67,2024,3
2022-11-24,West Eric,211129.82,212882.8,257903.11,482049.79,Sales,5893.65,142966.08,130118.36,439846.16,210796.95,-0.8302853666052391,12847.719999999987,2022,11
2024-02-06,Combsfort,95586.79,90186.5,47019.93,125117.11,Rent,762.94,157364.55,52578.26,278669.09,34528.43,5.649619576094138,104786.28999999998,2024,2
2024-01-28,Lauraview,284479.31,83091.79,350781.92,214196.6,Salaries,7501.27,84870.18,3589.76,151322.88,213495.76,70.79162277214466,81280.42,2024,1
2022-12-26,Lake Amy,99215.47,41207.82,162228.65,208984.38,Salaries,8889.78,62513.1,55657.62,398314.46,287229.27,58.46633594539239,6855.479999999996,2022,12
2024-04-03,Lake Christopher,187311.43,61546.51,183893.91,334284.04,Utilities,4185.12,50291.83,90681.45,221428.68,256078.1,67.14214930717255,-40389.619999999995,2024,4
2023-05-19,North Virginia,441353.75,299073.74,156178.36,270941.76,Utilities,5627.11,104565.88,68881.09,299695.87,51130.75,32.23718162585001,35684.79000000001,2023,5
2023-09-21,Cummingsbury,253525.9,110607.57,429414.64,55774.75,Maintenance,2534.62,99878.98,26926.46,304532.86,216055.57,56.372279913018744,72952.51999999999,2023,9
2024-04-15,Port Kathleenberg,335492.93,24421.52,273273.78,472082.79,Salaries,5767.04,194289.66,3175.07,208048.55,42281.71,92.72070502350078,191114.59,2024,4
2022-06-20,East Marcus,302559.97,147661.26,134155.19,23773.53,Sales,4272.04,185943.07,37230.35,280677.24,158077.29,51.19603561568306,148712.72,2022,6
2024-01-04,Melissaside,180180.49,218962.03,103564.2,400501.23,Research and Development,852.34,19977.0,88800.3,207641.32,200742.01,-21.523717689967437,-68823.3,2024,1
2022-07-24,New Carolville,215494.53,224774.39,300316.57,490297.47,Rent,8266.94,91150.77,102428.15,359878.45,152051.9,-4.306308842270853,-11277.37999999999,2022,7
2023-09-28,Lake Kelly,216271.46,22721.22,221036.69,348643.52,Rent,3016.77,80504.64,51507.02,183047.36,71797.27,89.4941200285974,28997.620000000003,2023,9
2024-04-08,South Mistyfurt,314135.63,268859.0,137401.53,323580.15,Miscellaneous,3848.37,175355.11,73391.17,71447.75,290078.81,14.413083291443254,101963.93999999999,2024,4
2022-10-09,Port Heatherhaven,345029.41,32044.33,183543.4,257327.56,Miscellaneous,8740.39,61850.89,116647.79,362981.79,42246.82,90.71258012469139,-54796.899999999994,2022,10
2023-05-20,Deborahborough,482305.95,72507.21,428916.39,275934.54,Research and Development,3786.45,137383.2,75065.08,193153.02,292336.72,84.96655286960487,62318.12000000001,2023,5
2022-09-09,North Robert,279002.02,266649.6,429331.25,191137.15,Rent,9283.86,127139.65,134691.7,443921.48,170320.78,4.427358626292397,-7552.0500000000175,2022,9
2024-01-17,Tylerstad,364347.93,163418.41,424201.61,292864.18,Utilities,566.02,151524.68,56845.49,447541.48,154867.74,55.1477045581129,94679.19,2024,1
